isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE453D01025,SARLAPOLY,Sarla Performance Fibers Limited,EQ,526885,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE324X01026,SARVESHWAR,Sarveshwar Foods Limited,EQ,543688,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE231F01020,SASKEN,Sasken Technologies Limited,EQ,532663,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE170E01023,SATIA,Satia Industries Limited,EQ,539201,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE836B01017,SATIN,Satin Creditcare Network Limited,EQ,539404,Financial Services,Microfinance Institutions,Financial Services,Finance,Microfinance Institutions,CLASSIFIED,,,,0
INE626A01014,SAURASHCEM,Saurashtra Cement Limited,EQ,502175,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE318C01014,SAYAJIHOTL,Sayaji Hotels Limited,EQ,523710,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE327G01032,SAYAJIIND,Sayaji Industries Limited,EQ,540728,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE04AK01028,SBC,SBC Exports Limited,EQ,542725,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE386D01027,SBCL,Shivalik Bimetal Controls Limited,EQ,513097,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE423Y01016,SBFC,SBFC Finance Limited,EQ,543959,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE05ST01028,SBGLP,Suratwwala Business Group Limited,EQ,543218,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE018E01016,SBICARD,SBI Cards and Payment Services Limited,EQ,543066,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE640G01020,SBIFUNDS,SBI Funds Management Limited,EQ,544829,Financial Services,Asset Management Company,Financial Services,Capital Markets,Asset Management Company,CLASSIFIED,,,,0
INE123W01016,SBILIFE,SBI Life Insurance Company Limited,EQ,540719,Financial Services,Life Insurance,Financial Services,Insurance,Life Insurance,CLASSIFIED,,,,0
INE062A01020,SBIN,State Bank of India,EQ,500112,Financial Services,Public Sector Bank,Financial Services,Banks,Public Sector Bank,CLASSIFIED,,,,0
INE099G01011,SCANSTL,Scan Steels Limited,BE,511672,Commodities,Iron & Steel,Metals & Mining,Ferrous Metals,Iron & Steel,CLASSIFIED,,,,0
INE513A01022,SCHAEFFLER,Schaeffler India Limited,EQ,505790,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE807K01035,SCHAND,S Chand And Company Limited,EQ,540497,Consumer Discretionary,Printing & Publication,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,CLASSIFIED,,,,0
INE839M01018,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,534139,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE109A01011,SCI,Shipping Corporation Of India Limited,EQ,523598,Services,Shipping,Services,Transport Services,Shipping,CLASSIFIED,,,,0
INE0PB301013,SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,544142,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE090501011,SCODATUBES,Scoda Tubes Limited,EQ,544411,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE501Y01019,SCPL,Sheetal Cool Products Limited,EQ,540757,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,Food Products,Dairy Products,CLASSIFIED,,,,0
INE480C01038,SDBL,Som Distilleries & Breweries Limited,EQ,507514,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,CLASSIFIED,,,,0
INE497B01018,SEAMECLTD,Seamec Limited,EQ,526807,Services,Shipping,Services,Transport Services,Shipping,CLASSIFIED,,,,0
INE0BTM01013,SECMARK,SecMark Consultancy Limited,EQ,543234,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE650K01021,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,512161,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE00XB01019,SEDEMAC,SEDEMAC Mechatronics Limited,EQ,544723,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE440T01028,SEIL,Shanti Educational Initiatives Limited,EQ,539921,Consumer Discretionary,Education,Consumer Services,Other Consumer Services,Education,CLASSIFIED,,,,0
INE955I01044,SEJALLTD,Sejal Glass Limited,EQ,532993,Industrials,Glass - Industrial,Capital Goods,Industrial Products,Glass - Industrial,CLASSIFIED,,,,0
INE068B01017,SEKURITIND,Saint Gobain Sekurit India Limited,EQ,515043,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE105I01020,SELMC,SEL Manufacturing Company Limited,EQ,532886,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE617A01013,SEMAC,Semac Construction Limited,EQ,505368,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE602W01027,SENCO,Senco Gold Limited,EQ,543936,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE0RB801010,SENORES,Senores Pharmaceuticals Limited,EQ,544319,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE964H01014,SEPC,SEPC Limited,EQ,532945,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE782X01033,SERVOTECH,Servotech Renewable Power System Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE630A01024,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,502450,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE878E01021,SETCO,Setco Automotive Limited,BE,505075,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE0M4D01010,SETL,Standard Engineering Technology Limited,EQ,544333,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE023M01027,SETUINFRA,Setubandhan Infrastructure Limited,BZ,533605,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE573R01012,SEYAIND,Seya Industries Limited,BE,524324,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE916U01025,SFL,Sheela Foam Limited,EQ,540203,Consumer Discretionary,"Furniture, Home Furnishing",Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",CLASSIFIED,,,,0
INE618R01015,SGFIN,SG Finserve Limited,EQ,539199,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE00QT01015,SGIL,Synergy Green Industries Limited,EQ,541929,Industrials,Castings & Forgings,Capital Goods,Industrial Products,Castings & Forgings,CLASSIFIED,,,,0
INE353H01010,SGL,STL Global Limited,EQ,532730,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE967B01028,SGLRES,SGL Resources Limited,EQ,526544,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE385F01024,SGMART,SG Mart Limited,EQ,512329,Commodities,Trading - Metals,Metals & Mining,Metals & Minerals Trading,Trading - Metals,CLASSIFIED,,,,0
INE414Y01015,SGRL,Shree Ganesh Remedies Limited,EQ,540737,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE12UN01015,SHADOWFAX,Shadowfax Technologies Limited,EQ,544685,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE482J01021,SHAH,Shah Metacorp Limited,EQ,533275,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE640C01011,SHAHALLOYS,Shah Alloys Limited,EQ,513436,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE151G01028,SHAILY,Shaily Engineering Plastics Limited,EQ,501423,Consumer Discretionary,Plastic Products - Consumer,Consumer Durables,Consumer Durables,Plastic Products - Consumer,CLASSIFIED,,,,0
INE908D01010,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,531431,Industrials,"Compressors, Pumps & Diesel Engines",Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",CLASSIFIED,,,,0
INE597J01018,SHALBY,Shalby Limited,EQ,540797,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE849C01026,SHALPAINTS,Shalimar Paints Limited,BE,509874,Consumer Discretionary,Paints,Consumer Durables,Consumer Durables,Paints,CLASSIFIED,,,,0
INE274V01019,SHANKARA,Shankara Building Products Limited,EQ,540425,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE933X01016,SHANTI,Shanti Overseas (India) Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE631A01022,SHANTIGEAR,Shanthi Gears Limited,EQ,522034,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE06ZD01017,SHANTIGOLD,Shanti Gold International Limited,EQ,544459,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE221J01015,SHARDACROP,Sharda Cropchem Limited,EQ,538666,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE597I01028,SHARDAMOTR,Sharda Motor Industries Limited,EQ,535602,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE037B01020,SHARDUL,Shardul Securities Limited,BE,512393,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE932X01026,SHAREINDIA,Share India Securities Limited,EQ,540725,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE402H01015,SHBAJRG,Shri Bajrang Alliance Limited,EQ,526981,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE268L01046,SHEKHAWATI,Shekhawati Industries Limited,BE,533301,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE363M01019,SHEMAROO,Shemaroo Entertainment Limited,BE,538685,Consumer Discretionary,Media & Entertainment,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,CLASSIFIED,,,,0
INE011D01013,SHERVANI,Shervani Industrial Syndicate Limited,EQ,526117,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE024F01011,SHILCTECH,Shilchar Technologies Limited,EQ,531201,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE960A01017,SHILGRAVQ,Shilp Gravures Limited,EQ,513709,Industrials,"Aluminium, Copper & Zinc Products",Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",CLASSIFIED,,,,0
INE790G01031,SHILPAMED,Shilpa Medicare Limited,EQ,530549,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE220Z01013,SHINDL,Sharat Industries Limited,EQ,519397,Fast Moving Consumer Goods,Seafood,Fast Moving Consumer Goods,Food Products,Seafood,CLASSIFIED,,,,0
INE0FOO01011,SHIPROCKET,Shiprocket Limited,EQ,544871,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE960E01019,SHIVAAGRO,Shiva Global Agro Industries Limited,EQ,530433,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE555C01029,SHIVACEM,Shiva Cement Limited,EQ,532323,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE788J01021,SHIVALIK,Shivalik Rasayan Limited,BE,539148,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE637H01024,SHIVAMAUTO,Shivam Autotech Limited,BE,532776,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE644Y01017,SHIVAMILLS,Shiva Mills Limited,EQ,540961,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE705C01020,SHIVATEX,Shiva Texyarn Limited,EQ,511108,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE719F01016,SHIVAUM,Shiv Aum Steels Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE500L01026,SHK,S H Kelkar and Company Limited,EQ,539450,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE498B01024,SHOPERSTOP,Shoppers Stop Limited,EQ,532638,Consumer Discretionary,Diversified Retail,Consumer Services,Retailing,Diversified Retail,CLASSIFIED,,,,0
INE311M01018,SHRADDHA,Shraddha Prime Projects Limited,EQ,531771,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE715Y01031,SHRADHA,Shradha Realty Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE232A01011,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,502180,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE070A01015,SHREECEM,SHREE CEMENT LIMITED,EQ,500387,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE1B6101010,SHREEJISPG,Shreeji Shipping Global Limited,EQ,544490,Services,Shipping,Services,Transport Services,Shipping,CLASSIFIED,,,,0
INE712K01011,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,539334,Commodities,Dyes And Pigments,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,CLASSIFIED,,,,0
INE879A01019,SHREERAMA,Shree Rama Multi-Tech Limited,EQ,532310,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE632X01030,SHRENIK,Shrenik Limited,BZ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE231C01019,SHREYANIND,Shreyans Industries Limited,EQ,516016,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE997I01012,SHRIKRISH,Shri Krishna Devcon Limited,EQ,531080,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE1B3L01017,SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,544512,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE526E01018,SHRIPISTON,SPR Auto Technologies Limited,EQ,544344,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE721A01047,SHRIRAMFIN,Shriram Finance Limited,EQ,511218,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE217L01019,SHRIRAMPPS,Shriram Properties Limited,EQ,543419,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE564J01026,SHRJAGP,Shri Jagdamba Polymers Limited,EQ,512453,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE551C01044,SHUKRAPHAR,Shukra Pharmaceuticals Limited,EQ,524632,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE979R01011,SHYAMCENT,Shyam Century Ferrous Limited,BE,539252,Commodities,Ferro & Silica Manganese,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,CLASSIFIED,,,,0
INE810G01011,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,543299,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE635A01023,SHYAMTEL,Shyam Telecom Limited,EQ,517411,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE176J01011,SICAGEN,Sicagen India Limited,EQ,533014,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE075B01020,SICALLOG,Sical Logistics Limited,BE,520086,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE843L01012,SIEL,Superior Industrial Enterprises Limited,EQ,519234,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE003A01024,SIEMENS,Siemens Limited,EQ,500550,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE0D0K01022,SIGACHI,Sigachi Industries Limited,EQ,543389,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE529F01035,SIGIND,Signet Industries Limited,EQ,512131,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE0A0S01028,SIGMA,Sigma Solve Limited,EQ,543917,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE933B01012,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,532408,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE903U01023,SIGNATURE,Signatureglobal (India) Limited,EQ,543990,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE0KGZ01021,SIGNPOST,Signpost India Limited,EQ,544117,Consumer Discretionary,Advertising & Media Agencies,"Media, Entertainment & Publication",Media,Advertising & Media Agencies,CLASSIFIED,,,,0
INE438E01032,SIKA,Sika Interplant Systems Limited,EQ,523606,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE112X01025,SIKKO,Sikko Industries Limited,BE,,,,,,,NOT_FOUND,,,,0
INE173A01025,SIL,Standard Industries Limited,EQ,530017,Consumer Discretionary,Real Estate related services,Realty,Realty,Real Estate related services,CLASSIFIED,,,,0
INE01II01013,SILGO,Silgo Retail Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE923A01015,SILINV,SIL Investments Limited,EQ,521194,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE203Y01012,SILLYMONKS,Silly Monks Entertainment Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE625X01026,SILVERTUC,Silver Touch Technologies Limited,EQ,543525,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE748T01016,SIMBHALS,Simbhaoli Sugars Limited,BZ,539742,Fast Moving Consumer Goods,Sugar,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,CLASSIFIED,,,,0
INE059B01024,SIMPLEXINF,Simplex Infrastructures Limited,EQ,523838,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE167H01014,SIMPLXREA,Simplex Realty Limited,EQ,503229,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE985A01022,SINCLAIR,Sinclairs Hotels Limited,EQ,523023,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE325D01025,SINDHUTRAD,Sindhu Trade Links Limited,EQ,532029,Energy,Coal,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,CLASSIFIED,,,,0
INE638A01035,SINGERIND,Singer India Limited,EQ,505729,Consumer Discretionary,Household Appliances,Consumer Durables,Consumer Durables,Household Appliances,CLASSIFIED,,,,0
INE129Z01016,SINTERCOM,Sintercom India Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE792Z01011,SIRCA,Sirca Paints India Limited,EQ,543686,Consumer Discretionary,Paints,Consumer Durables,Consumer Durables,Paints,CLASSIFIED,,,,0
INE285J01028,SIS,SIS LIMITED,EQ,540673,Consumer Discretionary,Other Consumer Services,Consumer Services,Other Consumer Services,Other Consumer Services,CLASSIFIED,,,,0
INE965H01011,SITINET,Siti Networks Limited,BZ,532795,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE076B01028,SIYSIL,Siyaram Silk Mills Limited,EQ,503811,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE284S01014,SJS,S.J.S. Enterprises Limited,EQ,543387,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE002L01015,SJVN,SJVN Limited,EQ,533206,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE640A01023,SKFINDIA,SKF India Limited,EQ,500472,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE2J8701016,SKFINDUS,SKF India (Industrial) Limited,EQ,544572,Industrials,Abrasives & Bearings,Capital Goods,Industrial Products,Abrasives & Bearings,CLASSIFIED,,,,0
INE439E01022,SKIPPER,Skipper Limited,EQ,538562,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE411D01023,SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,532143,Fast Moving Consumer Goods,Meat Products including Poultry,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,CLASSIFIED,,,,0
INE01IU01018,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,541967,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE178C01020,SMARTLINK,Smartlink Holdings Limited,BE,532419,Information Technology,Computers Hardware & Equipments,Information Technology,IT - Hardware,Computers Hardware & Equipments,CLASSIFIED,,,,0
INE0NAZ01010,SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,544447,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE103C01036,SMCGLOBAL,SMC Global Securities Limited,EQ,543263,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE294B01019,SMLMAH,SML Mahindra Limited,EQ,505192,Industrials,Commercial Vehicles,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,CLASSIFIED,,,,0
INE017W01010,SMLT,Sarthak Metals Limited,EQ,540393,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE812G01025,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,532815,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE734N01019,SNOWMAN,Snowman Logistics Limited,EQ,538635,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE671H01015,SOBHA,Sobha Limited,EQ,532784,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE728Z01015,SOFTTECH,Softtech Engineers Limited,EQ,543470,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE624Z01016,SOLARA,Solara Active Pharma Sciences Limited,EQ,541540,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE343H01029,SOLARINDS,Solar Industries India Limited,EQ,532725,Commodities,Explosives,Chemicals,Chemicals & Petrochemicals,Explosives,CLASSIFIED,,,,0
INE0TY101024,SOLARWORLD,Solarworld Energy Solutions Limited,EQ,544532,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE880Y01017,SOLEX,Solex Energy Limited,EQ,544862,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE355A01028,SOMANYCERA,Somany Ceramics Limited,EQ,531548,Consumer Discretionary,Ceramics,Consumer Durables,Consumer Durables,Ceramics,CLASSIFIED,,,,0
INE314C01013,SOMATEX,Soma Textiles & Industries Limited,EQ,521034,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE323J01019,SOMICONVEY,Somi Conveyor Beltings Limited,EQ,533001,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE073K01018,SONACOMS,Sona BLW Precision Forgings Limited,EQ,543300,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE321M01017,SONAL,Sonal Mercantile Limited,EQ,538943,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
