isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE528A01020,GKWLIMITED,GKW Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE068V01023,GLAND,Gland Pharma Limited,EQ,543245,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE159A01016,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,500660,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE935A01035,GLENMARK,Glenmark Pharmaceuticals Limited,EQ,532296,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE540A01017,GLFL,Gujarat Lease Financing Limited,EQ,500174,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE291W01037,GLOBAL,Global Education Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0URU01010,GLOBALE,Globale Tessile Limited,EQ,544234,Consumer Discretionary,Trading - Textile Products,Textiles,Textiles & Apparels,Trading - Textile Products,CLASSIFIED,,,,0
INE792H01019,GLOBALVECT,Global Vectra Helicorp Limited,EQ,532773,Services,Airline,Services,Transport Services,Airline,CLASSIFIED,,,,0
INE581X01021,GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0V3U01015,GLOBECIVIL,Globe Civil Projects Limited,EQ,544424,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE615I01010,GLOBUSSPR,Globus Spirits Limited,EQ,533104,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,CLASSIFIED,,,,0
INE350Z01018,GLOSTERLTD,Gloster Limited,EQ,542351,Commodities,Jute & Jute Products,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products,CLASSIFIED,,,,0
INE0TQE01026,GLOTTIS,Glottis Limited,BE,544557,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE075D01018,GMBREW,GM Breweries Limited,EQ,507488,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,CLASSIFIED,,,,0
INE131A01031,GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,532181,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE541A01023,GMMPFAUDLR,GMM Pfaudler Limited,EQ,505255,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE776C01039,GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,532754,Services,Airport & Airport services,Services,Transport Infrastructure,Airport & Airport services,CLASSIFIED,,,,0
INE0CU601026,GMRP&UI,GMR Power and Urban Infra Limited,EQ,543490,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE934S01014,GNA,GNA Axles Limited,EQ,540124,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE113A01013,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,500670,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE207H01018,GNRL,Gujarat Natural Resources Limited,EQ,513536,Energy,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,CLASSIFIED,,,,0
INE426D01013,GOACARBON,Goa Carbon Limited,EQ,509567,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE077F01035,GOCLCORP,GOCL Corporation Limited,EQ,506480,Commodities,Explosives,Chemicals,Chemicals & Petrochemicals,Explosives,CLASSIFIED,,,,0
INE0BJS01011,GOCOLORS,Go Fashion (India) Limited,EQ,543401,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE497S01012,GODAVARIB,Godavari Biorefineries Limited,EQ,544279,Fast Moving Consumer Goods,Diversified FMCG,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,CLASSIFIED,,,,0
INE260B01028,GODFRYPHLP,Godfrey Phillips India Limited,EQ,500163,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,CLASSIFIED,,,,0
INE03JT01014,GODIGIT,Go Digit General Insurance Limited,EQ,544179,Financial Services,General Insurance,Financial Services,Insurance,General Insurance,CLASSIFIED,,,,0
INE850D01014,GODREJAGRO,Godrej Agrovet Limited,EQ,540743,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,Food Products,Animal Feed,CLASSIFIED,,,,0
INE102D01028,GODREJCP,Godrej Consumer Products Limited,EQ,532424,Fast Moving Consumer Goods,Personal Care,Fast Moving Consumer Goods,Personal Products,Personal Care,CLASSIFIED,,,,0
INE233A01035,GODREJIND,Godrej Industries Limited,EQ,500164,Diversified,Diversified,Diversified,Diversified,Diversified,CLASSIFIED,,,,0
INE484J01027,GODREJPROP,Godrej Properties Limited,EQ,533150,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE887G01027,GOKEX,Gokaldas Exports Limited,EQ,532630,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE020J01029,GOKUL,Gokul Refoils and Solvent Limited,EQ,532980,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE314T01033,GOKULAGRO,Gokul Agro Resources Limited,EQ,539725,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE973A01010,GOLDENTOBC,Golden Tobacco Limited,BZ,500151,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE025B01025,GOLDIAM,Goldiam International Limited,EQ,526729,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE805A01014,GOLDTECH,AION-TECH SOLUTIONS LIMITED,BE,531439,Information Technology,Software Products,Information Technology,IT - Software,Software Products,CLASSIFIED,,,,0
INE127I01024,GOODLUCK,Goodluck India Limited,EQ,530655,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE533A01012,GOODYEAR,Goodyear India Limited,EQ,500168,Consumer Discretionary,Tyres & Rubber Products,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,CLASSIFIED,,,,0
INE0L9R01028,GOPAL,Gopal Snacks Limited,EQ,544140,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,Food Products,Packaged Foods,CLASSIFIED,,,,0
INE705X01026,GOYALALUM,Goyal Aluminiums Limited,EQ,541152,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE177H01039,GPIL,Godawari Power And Ispat limited,EQ,532734,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE517F01014,GPPL,Gujarat Pipavav Port Limited,EQ,533248,Services,Port & Port services,Services,Transport Infrastructure,Port & Port services,CLASSIFIED,,,,0
INE486R01017,GPTHEALTH,GPT Healthcare Limited,EQ,544131,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE390G01014,GPTINFRA,GPT Infraprojects Limited,EQ,533761,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE361K01017,GRADIENTE,Gradiente Infotainment Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE926B01016,GRANDOAK,Grand Oak Canyons Distillery Limited,EQ,523862,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE101D01020,GRANULES,Granules India Limited,EQ,532482,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE371A01025,GRAPHITE,Graphite India Limited,EQ,509488,Industrials,Electrodes & Refractories,Capital Goods,Industrial Products,Electrodes & Refractories,CLASSIFIED,,,,0
INE047A01021,GRASIM,Grasim Industries Limited,EQ,500300,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE266D01021,GRAUWEIL,Grauer & Weil India Limited,EQ,505710,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE214F01026,GRAVISSHO,Graviss Hospitality Limited,EQ,509546,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE024L01027,GRAVITA,Gravita India Limited,EQ,533282,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE224A01026,GREAVESCOT,Greaves Cotton Limited,EQ,501455,Industrials,"Compressors, Pumps & Diesel Engines",Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",CLASSIFIED,,,,0
INE544R01021,GREENLAM,Greenlam Industries Limited,EQ,538979,Consumer Discretionary,Plywood Boards/ Laminates,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,CLASSIFIED,,,,0
INE08ZM01014,GREENPANEL,Greenpanel Industries Limited,EQ,542857,Consumer Discretionary,Plywood Boards/ Laminates,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,CLASSIFIED,,,,0
INE461C01038,GREENPLY,Greenply Industries Limited,EQ,526797,Consumer Discretionary,Plywood Boards/ Laminates,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,CLASSIFIED,,,,0
INE999K01014,GREENPOWER,Orient Green Power Company Limited,EQ,533263,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE536A01023,GRINDWELL,Grindwell Norton Limited,EQ,506076,Industrials,Abrasives & Bearings,Capital Goods,Industrial Products,Abrasives & Bearings,CLASSIFIED,,,,0
INE201P01022,GRINFRA,G R Infraprojects Limited,EQ,543317,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE192H01020,GRMOVER,GRM Overseas Limited,EQ,531449,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE646C01018,GROBTEA,The Grob Tea Company Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0HOQ01053,GROWW,Billionbrains Garage Ventures Limited,EQ,544603,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE137I01015,GRPLTD,GRP Limited,EQ,509152,Industrials,Rubber,Capital Goods,Industrial Products,Rubber,CLASSIFIED,,,,0
INE382Z01011,GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,542011,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE291A01017,GRWRHITECH,Garware Hi-Tech Films Limited,EQ,500655,Industrials,Plastic Products - Industrial,Capital Goods,Industrial Products,Plastic Products - Industrial,CLASSIFIED,,,,0
INE026A01025,GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,500690,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE0JSX01015,GSLSU,Global Surfaces Limited,EQ,543829,Consumer Discretionary,Granites & Marbles,Consumer Durables,Consumer Durables,Granites & Marbles,CLASSIFIED,,,,0
INE713R01022,GSPCROP,GSP Crop Science Limited,EQ,544733,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE871H01011,GSS,GSS Infotech Limited,EQ,532951,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE586X01012,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,BE,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE043A01012,GTL,GTL Limited,EQ,500160,Telecommunication,Other Telecom Services,Telecommunication,Telecom - Services,Other Telecom Services,CLASSIFIED,,,,0
INE221H01019,GTLINFRA,GTL Infrastructure Limited,EQ,532775,Telecommunication,Telecom - Infrastructure,Telecommunication,Telecom - Services,Telecom - Infrastructure,CLASSIFIED,,,,0
INE869I01013,GTPL,GTPL Hathway Limited,EQ,540602,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE742B01025,GUFICBIO,Gufic Biosciences Limited,EQ,509079,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE186A01019,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,530001,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE826C01016,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,522217,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE844O01030,GUJENERGY,GUJARAT ENERGY LIMITED,EQ,539336,Energy,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,CLASSIFIED,,,,0
INE610B01024,GUJRAFFIA,Gujarat Raffia Industries Limited,EQ,523836,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE942C01045,GUJTHEM,Gujarat Themis Biosyn Limited,EQ,506879,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE635Q01029,GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,538567,Energy,Lubricants,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,CLASSIFIED,,,,0
INE586G01017,GULFPETRO,GP Petroleums Limited,BE,532543,Energy,Lubricants,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,CLASSIFIED,,,,0
INE255D01024,GULPOLY,Gulshan Polyols Limited,EQ,532457,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE251H01024,GVKPIL,GVK Power & Infrastructure Limited,BE,532708,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE878A01011,GVPIL,GE Power India Limited,EQ,532309,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE382T01030,GVPTECH,GVP Infotech Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE200A01026,GVT&D,GE Vernova T&D India Limited,EQ,522275,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE724A01017,GYFTR,Gyftr Limited,EQ,507912,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE066F01020,HAL,Hindustan Aeronautics Limited,EQ,541154,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE115S01010,HALDER,Halder Venture Limited,EQ,539854,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE506D01020,HALDYNGL,Haldyn Glass Limited,BE,515147,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE320X01016,HALEOSLABS,HALEOS LABS LIMITED,EQ,540679,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE299D01022,HAMPTON,Hampton Sky Realty Limited,EQ,526407,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE419U01012,HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,543227,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE330T01021,HAPPYFORGE,Happy Forgings Limited,EQ,544057,Industrials,Castings & Forgings,Capital Goods,Industrial Products,Castings & Forgings,CLASSIFIED,,,,0
INE626Z01029,HARDWYN,Hardwyn India Limited,EQ,541276,Consumer Discretionary,"Furniture, Home Furnishing",Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",CLASSIFIED,,,,0
INE00EV01017,HARIOMPIPE,Hariom Pipe Industries Limited,EQ,543517,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE544A01019,HARRMALAYA,Harrisons  Malayalam Limited,EQ,500467,Industrials,Rubber,Capital Goods,Industrial Products,Rubber,CLASSIFIED,,,,0
INE0JUS01029,HARSHA,Harsha Engineers International Limited,EQ,543600,Industrials,Other Industrial Products,Capital Goods,Industrial Products,Other Industrial Products,CLASSIFIED,,,,0
INE982F01036,HATHWAY,Hathway Cable & Datacom Limited,EQ,533162,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE473B01035,HATSUN,Hatsun Agro Product Limited,EQ,531531,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,Food Products,Dairy Products,CLASSIFIED,,,,0
INE176B01034,HAVELLS,Havells India Limited,EQ,517354,Consumer Discretionary,Consumer Electronics,Consumer Durables,Consumer Durables,Consumer Electronics,CLASSIFIED,,,,0
INE293B01029,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,531322,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE979B01015,HAWKINCOOK,Hawkins Cookers Limited,EQ,508486,Consumer Discretionary,Houseware,Consumer Durables,Consumer Durables,Houseware,CLASSIFIED,,,,0
INE550F01049,HAZOOR,Hazoor Multi Projects Limited,EQ,532467,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE640B01021,HBESD,HB Estate Developers Limited,EQ,532334,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE292B01021,HBLENGINE,HBL Engineering Limited,EQ,517271,Industrials,Other Industrial Products,Capital Goods,Industrial Products,Other Industrial Products,CLASSIFIED,,,,0
INE638B01025,HBPOR,HB Portfolio Limited,EQ,532333,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE550B01022,HBSL,HB Stockholdings Limited,EQ,532216,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE549A01026,HCC,Hindustan Construction Company Limited,EQ,500185,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE075I01017,HCG,Healthcare Global Enterprises Limited,EQ,539787,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
